,Title,Actor,Metascore
1789,Hunt for the Wilderpeople,Julian Dennison,81.0
1790,Hunt for the Wilderpeople,Rima Te Wiata,81.0
1791,Hunt for the Wilderpeople,Rachel House,81.0
1792,Big Hero 6,Ryan Potter,74.0
1793,Big Hero 6,Scott Adsit,74.0
1794,Big Hero 6,Jamie Chung,74.0
1795,Big Hero 6,T.J. Miller,74.0
1796,Carrie,Chloë Grace Moretz,53.0
1797,Carrie,Julianne Moore,53.0
1798,Carrie,Gabriella Wilde,53.0
1799,Carrie,Portia Doubleday,53.0
1800,Iron Man 2,Robert Downey Jr.,57.0
1801,Iron Man 2,Mickey Rourke,57.0
1802,Iron Man 2,Gwyneth Paltrow,57.0
1803,Iron Man 2,Don Cheadle,57.0
1804,Demolition,Jake Gyllenhaal,49.0
1805,Demolition,Naomi Watts,49.0
1806,Demolition,Chris Cooper,49.0
1807,Demolition,Judah Lewis,49.0
1808,Pandorum,Dennis Quaid,28.0
1809,Pandorum,Ben Foster,28.0
1810,Pandorum,Cam Gigandet,28.0
1811,Pandorum,Antje Traue,28.0
1812,Olympus Has Fallen,Gerard Butler,41.0
1813,Olympus Has Fallen,Aaron Eckhart,41.0
1814,Olympus Has Fallen,Morgan Freeman,41.0
1815,Olympus Has Fallen,Angela Bassett,41.0
1816,I Am Number Four,Alex Pettyfer,36.0
1817,I Am Number Four,Timothy Olyphant,36.0
1818,I Am Number Four,Dianna Agron,36.0
1819,I Am Number Four,Teresa Palmer,36.0
1820,Jagten,Mads Mikkelsen,76.0
1821,Jagten,Thomas Bo Larsen,76.0
1822,Jagten,Annika Wedderkopp,76.0
1823,Jagten,Lasse Fogelstrøm,76.0
1824,The Proposal,Sandra Bullock,48.0
1825,The Proposal,Ryan Reynolds,48.0
1826,The Proposal,Mary Steenburgen,48.0
1827,The Proposal,Craig T. Nelson,48.0
1828,Get Hard,Will Ferrell,34.0
1829,Get Hard,Kevin Hart,34.0
1830,Get Hard,Alison Brie,34.0
1831,Get Hard,T.I.,34.0
1832,Just Go with It,Adam Sandler,33.0
1833,Just Go with It,Jennifer Aniston,33.0
1834,Just Go with It,Brooklyn Decker,33.0
1835,Just Go with It,Nicole Kidman,33.0
1836,Revolutionary Road,Leonardo DiCaprio,69.0
1837,Revolutionary Road,Kate Winslet,69.0
1838,Revolutionary Road,Christopher Fitzgerald,69.0
1839,Revolutionary Road,Jonathan Roumie,69.0
1840,The Town,Ben Affleck,74.0
1841,The Town,Rebecca Hall,74.0
1842,The Town,Jon Hamm,74.0
1843,The Town,Jeremy Renner,74.0
1844,The Boy,Lauren Cohan,42.0
1845,The Boy,Rupert Evans,42.0
1846,The Boy,James Russell,42.0
1847,The Boy,Jim Norton,42.0
1848,Denial,Rachel Weisz,63.0
1849,Denial,Tom Wilkinson,63.0
1850,Denial,Timothy Spall,63.0
1851,Denial,Andrew Scott,63.0
1852,Predestination,Ethan Hawke,69.0
1853,Predestination,Sarah Snook,69.0
1854,Predestination,Noah Taylor,69.0
1855,Predestination,Madeleine West,69.0
1856,Goosebumps,Jack Black,60.0
1857,Goosebumps,Dylan Minnette,60.0
1858,Goosebumps,Odeya Rush,60.0
1859,Goosebumps,Ryan Lee,60.0
1860,Sherlock Holmes: A Game of Shadows,Robert Downey Jr.,48.0
1861,Sherlock Holmes: A Game of Shadows,Jude Law,48.0
1862,Sherlock Holmes: A Game of Shadows,Jared Harris,48.0
1863,Sherlock Holmes: A Game of Shadows,Rachel McAdams,48.0
1864,Salt,Angelina Jolie,65.0
1865,Salt,Liev Schreiber,65.0
1866,Salt,Chiwetel Ejiofor,65.0
1867,Salt,Daniel Olbrychski,65.0
1868,Enemy,Jake Gyllenhaal,61.0
1869,Enemy,Mélanie Laurent,61.0
1870,Enemy,Sarah Gadon,61.0
1871,Enemy,Isabella Rossellini,61.0
1872,District 9,Sharlto Copley,81.0
1873,District 9,David James,81.0
1874,District 9,Jason Cope,81.0
1875,District 9,Nathalie Boltt,81.0
1876,The Other Guys,Will Ferrell,64.0
1877,The Other Guys,Mark Wahlberg,64.0
1878,The Other Guys,Derek Jeter,64.0
1879,The Other Guys,Eva Mendes,64.0
1880,American Gangster,Denzel Washington,76.0
1881,American Gangster,Russell Crowe,76.0
1882,American Gangster,Chiwetel Ejiofor,76.0
1883,American Gangster,Josh Brolin,76.0
1884,Marie Antoinette,Kirsten Dunst,65.0
1885,Marie Antoinette,Jason Schwartzman,65.0
1886,Marie Antoinette,Rip Torn,65.0
1887,Marie Antoinette,Judy Davis,65.0
1888,2012,John Cusack,49.0
1889,2012,Thandie Newton,49.0
1890,2012,Chiwetel Ejiofor,49.0
1891,2012,Amanda Peet,49.0
1892,Harry Potter and the Half-Blood Prince,Daniel Radcliffe,78.0
1893,Harry Potter and the Half-Blood Prince,Emma Watson,78.0
1894,Harry Potter and the Half-Blood Prince,Rupert Grint,78.0
1895,Harry Potter and the Half-Blood Prince,Michael Gambon,78.0
1896,Argo,Ben Affleck,86.0
1897,Argo,Bryan Cranston,86.0
1898,Argo,John Goodman,86.0
1899,Argo,Alan Arkin,86.0
1900,Eddie the Eagle,Taron Egerton,54.0
1901,Eddie the Eagle,Hugh Jackman,54.0
1902,Eddie the Eagle,Tom Costello,54.0
1903,Eddie the Eagle,Jo Hartley,54.0
1904,The Lives of Others,Ulrich Mühe,89.0
1905,The Lives of Others,Martina Gedeck,89.0
1906,The Lives of Others,Sebastian Koch,89.0
1907,The Lives of Others,Ulrich Tukur,89.0
1908,Pet,Dominic Monaghan,48.0
1909,Pet,Ksenia Solo,48.0
1910,Pet,Jennette McCurdy,48.0
1911,Pet,Da'Vone McDonald,48.0
1912,Paint It Black,Alia Shawkat,71.0
1913,Paint It Black,Nancy Kwan,71.0
1914,Paint It Black,Annabelle Attanasio,71.0
1915,Paint It Black,Alfred Molina,71.0
1916,Macbeth,Michael Fassbender,71.0
1917,Macbeth,Marion Cotillard,71.0
1918,Macbeth,Jack Madigan,71.0
1919,Macbeth,Frank Madigan,71.0
1920,Forgetting Sarah Marshall,Kristen Bell,67.0
1921,Forgetting Sarah Marshall,Jason Segel,67.0
1922,Forgetting Sarah Marshall,Paul Rudd,67.0
1923,Forgetting Sarah Marshall,Mila Kunis,67.0
1924,The Giver,Brenton Thwaites,47.0
1925,The Giver,Jeff Bridges,47.0
1926,The Giver,Meryl Streep,47.0
1927,The Giver,Taylor Swift,47.0
1928,Triple 9,Casey Affleck,52.0
1929,Triple 9,Chiwetel Ejiofor,52.0
1930,Triple 9,Anthony Mackie,52.0
1931,Triple 9,Aaron Paul,52.0
1932,Perfetti sconosciuti,Giuseppe Battiston,43.0
1933,Perfetti sconosciuti,Anna Foglietta,43.0
1934,Perfetti sconosciuti,Marco Giallini,43.0
1935,Perfetti sconosciuti,Edoardo Leo,43.0
1936,Angry Birds,Jason Sudeikis,
1937,Angry Birds,Josh Gad,
1938,Angry Birds,Danny McBride,
1939,Angry Birds,Maya Rudolph,
1940,Moonrise Kingdom,Jared Gilman,84.0
1941,Moonrise Kingdom,Kara Hayward,84.0
1942,Moonrise Kingdom,Bruce Willis,84.0
1943,Moonrise Kingdom,Bill Murray,84.0
1944,Hairspray,John Travolta,81.0
1945,Hairspray,Queen Latifah,81.0
1946,Hairspray,Nikki Blonsky,81.0
1947,Hairspray,Michelle Pfeiffer,81.0
1948,Safe Haven,Julianne Hough,34.0
1949,Safe Haven,Josh Duhamel,34.0
1950,Safe Haven,Cobie Smulders,34.0
1951,Safe Haven,David Lyons,34.0
1952,Focus,Will Smith,56.0
1953,Focus,Margot Robbie,56.0
1954,Focus,Rodrigo Santoro,56.0
1955,Focus,Adrian Martinez,56.0
1956,Ratatouille,Brad Garrett,96.0
1957,Ratatouille,Lou Romano,96.0
1958,Ratatouille,Patton Oswalt,96.0
1959,Ratatouille,Ian Holm,96.0
1960,Stake Land,Connor Paolo,66.0
1961,Stake Land,Nick Damici,66.0
1962,Stake Land,Kelly McGillis,66.0
1963,Stake Land,Gregory Jones,66.0
1964,The Book of Eli,Denzel Washington,53.0
1965,The Book of Eli,Mila Kunis,53.0
1966,The Book of Eli,Ray Stevenson,53.0
1967,The Book of Eli,Gary Oldman,53.0
1968,Cloverfield,Mike Vogel,64.0
1969,Cloverfield,Jessica Lucas,64.0
1970,Cloverfield,Lizzy Caplan,64.0
1971,Cloverfield,T.J. Miller,64.0
1972,Point Break,Edgar Ramírez,34.0
1973,Point Break,Luke Bracey,34.0
1974,Point Break,Ray Winstone,34.0
1975,Point Break,Teresa Palmer,34.0
1976,Under the Skin,Scarlett Johansson,78.0
1977,Under the Skin,Jeremy McWilliams,78.0
1978,Under the Skin,Lynsey Taylor Mackay,78.0
1979,Under the Skin,Dougie McConnell,78.0
1980,I Am Legend,Will Smith,65.0
1981,I Am Legend,Alice Braga,65.0
1982,I Am Legend,Charlie Tahan,65.0
1983,I Am Legend,Salli Richardson-Whitfield,65.0
1984,Men in Black 3,Will Smith,58.0
1985,Men in Black 3,Tommy Lee Jones,58.0
1986,Men in Black 3,Josh Brolin,58.0
1987,Men in Black 3,Jemaine Clement,58.0
1988,Super 8,Elle Fanning,72.0
1989,Super 8,AJ Michalka,72.0
1990,Super 8,Kyle Chandler,72.0
1991,Super 8,Joel Courtney,72.0
1992,Law Abiding Citizen,Gerard Butler,34.0
1993,Law Abiding Citizen,Jamie Foxx,34.0
1994,Law Abiding Citizen,Leslie Bibb,34.0
1995,Law Abiding Citizen,Colm Meaney,34.0
1996,Up,Edward Asner,88.0
1997,Up,Jordan Nagai,88.0
1998,Up,John Ratzenberger,88.0
1999,Up,Christopher Plummer,88.0
2000,Maze Runner: The Scorch Trials,Dylan O'Brien,43.0
2001,Maze Runner: The Scorch Trials,Kaya Scodelario,43.0
2002,Maze Runner: The Scorch Trials,Thomas Brodie-Sangster,43.0
2003,Maze Runner: The Scorch Trials,Giancarlo Esposito,43.0
2004,Carol,Cate Blanchett,95.0
2005,Carol,Rooney Mara,95.0
2006,Carol,Sarah Paulson,95.0
2007,Carol,Kyle Chandler,95.0
2008,Imperium,Daniel Radcliffe,68.0
2009,Imperium,Toni Collette,68.0
2010,Imperium,Tracy Letts,68.0
2011,Imperium,Sam Trammell,68.0
2012,Youth,Michael Caine,64.0
2013,Youth,Harvey Keitel,64.0
2014,Youth,Rachel Weisz,64.0
2015,Youth,Jane Fonda,64.0
2016,Mr. Nobody,Jared Leto,63.0
2017,Mr. Nobody,Sarah Polley,63.0
2018,Mr. Nobody,Diane Kruger,63.0
2019,Mr. Nobody,Linh Dan Pham,63.0
2020,City of Tiny Lights,Riz Ahmed,54.0
2021,City of Tiny Lights,Billie Piper,54.0
2022,City of Tiny Lights,James Floyd,54.0
2023,City of Tiny Lights,Cush Jumbo,54.0
2024,Savages,Aaron Taylor-Johnson,59.0
2025,Savages,Taylor Kitsch,59.0
2026,Savages,Blake Lively,59.0
2027,Savages,Benicio Del Toro,59.0
2028,(500) Days of Summer,Zooey Deschanel,76.0
2029,(500) Days of Summer,Joseph Gordon-Levitt,76.0
2030,(500) Days of Summer,Geoffrey Arend,76.0
2031,(500) Days of Summer,Chloë Grace Moretz,76.0
2032,Movie 43,Emma Stone,18.0
2033,Movie 43,Stephen Merchant,18.0
2034,Movie 43,Richard Gere,18.0
2035,Movie 43,Liev Schreiber,18.0
2036,Gravity,Sandra Bullock,96.0
2037,Gravity,George Clooney,96.0
2038,Gravity,Ed Harris,96.0
2039,Gravity,Orto Ignatiussen,96.0
2040,The Boy in the Striped Pyjamas,Asa Butterfield,55.0
2041,The Boy in the Striped Pyjamas,David Thewlis,55.0
2042,The Boy in the Striped Pyjamas,Rupert Friend,55.0
2043,The Boy in the Striped Pyjamas,Zac Mattoon O'Brien,55.0
2044,Shooter,Mark Wahlberg,53.0
2045,Shooter,Michael Peña,53.0
2046,Shooter,Rhona Mitra,53.0
2047,Shooter,Danny Glover,53.0
2048,The Happening,Mark Wahlberg,34.0
2049,The Happening,Zooey Deschanel,34.0
2050,The Happening,John Leguizamo,34.0
2051,The Happening,Ashlyn Sanchez,34.0
2052,Bone Tomahawk,Kurt Russell,72.0
2053,Bone Tomahawk,Patrick Wilson,72.0
2054,Bone Tomahawk,Matthew Fox,72.0
2055,Bone Tomahawk,Richard Jenkins,72.0
2056,Magic Mike XXL,Channing Tatum,60.0
2057,Magic Mike XXL,Joe Manganiello,60.0
2058,Magic Mike XXL,Matt Bomer,60.0
2059,Magic Mike XXL,Adam Rodriguez,60.0
2060,Easy A,Emma Stone,72.0
2061,Easy A,Amanda Bynes,72.0
2062,Easy A,Penn Badgley,72.0
2063,Easy A,Dan Byrd,72.0
2064,Exodus: Gods and Kings,Christian Bale,52.0
2065,Exodus: Gods and Kings,Joel Edgerton,52.0
2066,Exodus: Gods and Kings,Ben Kingsley,52.0
2067,Exodus: Gods and Kings,Sigourney Weaver,52.0
2068,Chappie,Sharlto Copley,41.0
2069,Chappie,Dev Patel,41.0
2070,Chappie,Hugh Jackman,41.0
2071,Chappie,Sigourney Weaver,41.0
2072,The Hobbit: The Desolation of Smaug,Ian McKellen,66.0
2073,The Hobbit: The Desolation of Smaug,Martin Freeman,66.0
2074,The Hobbit: The Desolation of Smaug,Richard Armitage,66.0
2075,The Hobbit: The Desolation of Smaug,Ken Stott,66.0
2076,Half of a Yellow Sun,Chiwetel Ejiofor,51.0
2077,Half of a Yellow Sun,Thandie Newton,51.0
2078,Half of a Yellow Sun,Anika Noni Rose,51.0
2079,Half of a Yellow Sun,Joseph Mawle,51.0
2080,Anthropoid,Jamie Dornan,59.0
2081,Anthropoid,Cillian Murphy,59.0
2082,Anthropoid,Brian Caspe,59.0
2083,Anthropoid,Karel Hermánek Jr.,59.0
2084,The Counselor,Michael Fassbender,48.0
2085,The Counselor,Penélope Cruz,48.0
2086,The Counselor,Cameron Diaz,48.0
2087,The Counselor,Javier Bardem,48.0
2088,Viking,Anton Adasinsky,57.0
2089,Viking,Aleksandr Armer,57.0
2090,Viking,Vilen Babichev,57.0
2091,Viking,Rostislav Bershauer,57.0
2092,Whiskey Tango Foxtrot,Tina Fey,
2093,Whiskey Tango Foxtrot,Margot Robbie,
2094,Whiskey Tango Foxtrot,Martin Freeman,
2095,Whiskey Tango Foxtrot,Alfred Molina,
2096,Trust,Clive Owen,60.0
2097,Trust,Catherine Keener,60.0
2098,Trust,Liana Liberato,60.0
2099,Trust,Jason Clarke,60.0
2100,Birth of the Dragon,Billy Magnussen,61.0
2101,Birth of the Dragon,Terry Chen,61.0
2102,Birth of the Dragon,Teresa Navarro,61.0
2103,Birth of the Dragon,Vanessa Ross,61.0
2104,Elysium,Matt Damon,
2105,Elysium,Jodie Foster,
2106,Elysium,Sharlto Copley,
2107,Elysium,Alice Braga,
2108,The Green Inferno,Lorenza Izzo,38.0
2109,The Green Inferno,Ariel Levy,38.0
2110,The Green Inferno,Aaron Burns,38.0
2111,The Green Inferno,Kirby Bliss Blanton,38.0
2112,Godzilla,Aaron Taylor-Johnson,62.0
2113,Godzilla,Elizabeth Olsen,62.0
2114,Godzilla,Bryan Cranston,62.0
2115,Godzilla,Ken Watanabe,62.0
2116,The Bourne Legacy,Jeremy Renner,61.0
2117,The Bourne Legacy,Rachel Weisz,61.0
2118,The Bourne Legacy,Edward Norton,61.0
2119,The Bourne Legacy,Scott Glenn,61.0
2120,A Good Year,Russell Crowe,47.0
2121,A Good Year,Abbie Cornish,47.0
2122,A Good Year,Albert Finney,47.0
2123,A Good Year,Marion Cotillard,47.0
2124,Friend Request,Alycia Debnam-Carey,59.0
2125,Friend Request,William Moseley,59.0
2126,Friend Request,Connor Paolo,59.0
2127,Friend Request,Brit Morgan,59.0
2128,Deja Vu,Denzel Washington,
2129,Deja Vu,Paula Patton,
2130,Deja Vu,Jim Caviezel,
2131,Deja Vu,Val Kilmer,
2132,Lucy,Scarlett Johansson,61.0
2133,Lucy,Morgan Freeman,61.0
2134,Lucy,Min-sik Choi,61.0
2135,Lucy,Amr Waked,61.0
2136,A Quiet Passion,Cynthia Nixon,77.0
2137,A Quiet Passion,Jennifer Ehle,77.0
2138,A Quiet Passion,Duncan Duff,77.0
2139,A Quiet Passion,Keith Carradine,77.0
2140,Need for Speed,Aaron Paul,39.0
2141,Need for Speed,Dominic Cooper,39.0
2142,Need for Speed,Imogen Poots,39.0
2143,Need for Speed,Scott Mescudi,39.0
2144,Jack Reacher,Tom Cruise,50.0
2145,Jack Reacher,Rosamund Pike,50.0
2146,Jack Reacher,Richard Jenkins,50.0
2147,Jack Reacher,Werner Herzog,50.0
2148,The Do-Over,Adam Sandler,22.0
2149,The Do-Over,David Spade,22.0
2150,The Do-Over,Paula Patton,22.0
2151,The Do-Over,Kathryn Hahn,22.0
2152,True Crimes,Jim Carrey,43.0
2153,True Crimes,Charlotte Gainsbourg,43.0
2154,True Crimes,Marton Csokas,43.0
2155,True Crimes,Kati Outinen,43.0
2156,American Pastoral,Ewan McGregor,
2157,American Pastoral,Jennifer Connelly,
2158,American Pastoral,Dakota Fanning,
2159,American Pastoral,Peter Riegert,
2160,The Ghost Writer,Ewan McGregor,77.0
2161,The Ghost Writer,Pierce Brosnan,77.0
2162,The Ghost Writer,Olivia Williams,77.0
2163,The Ghost Writer,Jon Bernthal,77.0
2164,Limitless,Bradley Cooper,59.0
2165,Limitless,Anna Friel,59.0
2166,Limitless,Abbie Cornish,59.0
2167,Limitless,Robert De Niro,59.0
2168,Spectral,James Badge Dale,39.0
2169,Spectral,Emily Mortimer,39.0
2170,Spectral,Bruce Greenwood,39.0
2171,Spectral,Max Martini,39.0
2172,P.S. I Love You,Hilary Swank,
2173,P.S. I Love You,Gerard Butler,
2174,P.S. I Love You,Harry Connick Jr.,
2175,P.S. I Love You,Lisa Kudrow,
2176,Zipper,Patrick Wilson,39.0
2177,Zipper,Lena Headey,39.0
2178,Zipper,Ray Winstone,39.0
2179,Zipper,Richard Dreyfuss,39.0
2180,Midnight Special,Michael Shannon,76.0
2181,Midnight Special,Joel Edgerton,76.0
2182,Midnight Special,Kirsten Dunst,76.0
2183,Midnight Special,Adam Driver,76.0
2184,Don't Think Twice,Keegan-Michael Key,83.0
2185,Don't Think Twice,Gillian Jacobs,83.0
2186,Don't Think Twice,Mike Birbiglia,83.0
2187,Don't Think Twice,Chris Gethard,83.0
2188,Alice in Wonderland,Mia Wasikowska,53.0
2189,Alice in Wonderland,Johnny Depp,53.0
2190,Alice in Wonderland,Helena Bonham Carter,53.0
2191,Alice in Wonderland,Anne Hathaway,53.0
2192,Chuck,Elisabeth Moss,68.0
2193,Chuck,Naomi Watts,68.0
2194,Chuck,Ron Perlman,68.0
2195,Chuck,Liev Schreiber,68.0
2196,"I, Daniel Blake",Dave Johns,77.0
2197,"I, Daniel Blake",Hayley Squires,77.0
2198,"I, Daniel Blake",Sharon Percy,77.0
2199,"I, Daniel Blake",Briana Shann,77.0
2200,The Break-Up,Jennifer Aniston,45.0
2201,The Break-Up,Vince Vaughn,45.0
2202,The Break-Up,Jon Favreau,45.0
2203,The Break-Up,Joey Lauren Adams,45.0
2204,Loving,Ruth Negga,79.0
2205,Loving,Joel Edgerton,79.0
2206,Loving,Will Dalton,79.0
2207,Loving,Dean Mumford,79.0
2208,Fantastic Four,Miles Teller,27.0
2209,Fantastic Four,Kate Mara,27.0
2210,Fantastic Four,Michael B. Jordan,27.0
2211,Fantastic Four,Jamie Bell,27.0
2212,The Survivalist,Mia Goth,80.0
2213,The Survivalist,Martin McCann,80.0
2214,The Survivalist,Barry Ward,80.0
2215,The Survivalist,Andrew Simpson,80.0
2216,Colonia,Emma Watson,33.0
2217,Colonia,Daniel Brühl,33.0
2218,Colonia,Michael Nyqvist,33.0
2219,Colonia,Richenda Carey,33.0
2220,The Boy Next Door,Jennifer Lopez,30.0
2221,The Boy Next Door,Ryan Guzman,30.0
2222,The Boy Next Door,Kristin Chenoweth,30.0
2223,The Boy Next Door,John Corbett,30.0
2224,The Gift,Jason Bateman,77.0
2225,The Gift,Rebecca Hall,77.0
2226,The Gift,Joel Edgerton,77.0
2227,The Gift,Allison Tolman,77.0
2228,Dracula Untold,Luke Evans,40.0
2229,Dracula Untold,Dominic Cooper,40.0
2230,Dracula Untold,Sarah Gadon,40.0
2231,Dracula Untold,Art Parkinson,40.0
2232,In the Heart of the Sea,Chris Hemsworth,47.0
2233,In the Heart of the Sea,Cillian Murphy,47.0
2234,In the Heart of the Sea,Brendan Gleeson,47.0
2235,In the Heart of the Sea,Ben Whishaw,47.0
2236,Idiocracy,Luke Wilson,66.0
2237,Idiocracy,Maya Rudolph,66.0
2238,Idiocracy,Dax Shepard,66.0
2239,Idiocracy,Terry Crews,66.0
2240,The Expendables,Sylvester Stallone,45.0
2241,The Expendables,Jason Statham,45.0
2242,The Expendables,Jet Li,45.0
2243,The Expendables,Dolph Lundgren,45.0
2244,Evil Dead,Jane Levy,57.0
2245,Evil Dead,Shiloh Fernandez,57.0
2246,Evil Dead,Jessica Lucas,57.0
2247,Evil Dead,Lou Taylor Pucci,57.0
2248,Sinister,Ethan Hawke,53.0
2249,Sinister,Juliet Rylance,53.0
2250,Sinister,James Ransone,53.0
2251,Sinister,Fred Dalton Thompson,53.0
2252,Wreck-It Ralph,John C. Reilly,72.0
2253,Wreck-It Ralph,Jack McBrayer,72.0
2254,Wreck-It Ralph,Jane Lynch,72.0
2255,Wreck-It Ralph,Sarah Silverman,72.0
2256,Snow White and the Huntsman,Kristen Stewart,57.0
2257,Snow White and the Huntsman,Chris Hemsworth,57.0
2258,Snow White and the Huntsman,Charlize Theron,57.0
2259,Snow White and the Huntsman,Sam Claflin,57.0
2260,Pan,Levi Miller,36.0
2261,Pan,Hugh Jackman,36.0
2262,Pan,Garrett Hedlund,36.0
2263,Pan,Rooney Mara,36.0
2264,Transformers: Dark of the Moon,Shia LaBeouf,42.0
2265,Transformers: Dark of the Moon,Rosie Huntington-Whiteley,42.0
2266,Transformers: Dark of the Moon,Tyrese Gibson,42.0
2267,Transformers: Dark of the Moon,Josh Duhamel,42.0
2268,Juno,Ellen Page,81.0
2269,Juno,Michael Cera,81.0
2270,Juno,Jennifer Garner,81.0
2271,Juno,Jason Bateman,81.0
2272,A Hologram for the King,Tom Hanks,58.0
2273,A Hologram for the King,Sarita Choudhury,58.0
2274,A Hologram for the King,Ben Whishaw,58.0
2275,A Hologram for the King,Alexander Black,58.0
2276,Money Monster,George Clooney,55.0
2277,Money Monster,Julia Roberts,55.0
2278,Money Monster,Jack O'Connell,55.0
2279,Money Monster,Dominic West,55.0
2280,The Other Woman,Cameron Diaz,39.0
2281,The Other Woman,Leslie Mann,39.0
2282,The Other Woman,Kate Upton,39.0
2283,The Other Woman,Nikolaj Coster-Waldau,39.0
2284,Enchanted,Amy Adams,75.0
2285,Enchanted,Susan Sarandon,75.0
2286,Enchanted,James Marsden,75.0
2287,Enchanted,Patrick Dempsey,75.0
2288,The Intern,Robert De Niro,51.0
2289,The Intern,Anne Hathaway,51.0
2290,The Intern,Rene Russo,51.0
2291,The Intern,Anders Holm,51.0
2292,Little Miss Sunshine,Steve Carell,80.0
2293,Little Miss Sunshine,Toni Collette,80.0
2294,Little Miss Sunshine,Greg Kinnear,80.0
2295,Little Miss Sunshine,Abigail Breslin,80.0
2296,Bleed for This,Miles Teller,62.0
2297,Bleed for This,Aaron Eckhart,62.0
2298,Bleed for This,Katey Sagal,62.0
2299,Bleed for This,Ciarán Hinds,62.0
2300,Clash of the Titans,Sam Worthington,39.0
2301,Clash of the Titans,Liam Neeson,39.0
2302,Clash of the Titans,Ralph Fiennes,39.0
2303,Clash of the Titans,Jason Flemyng,39.0
2304,The Finest Hours,Chris Pine,58.0
2305,The Finest Hours,Casey Affleck,58.0
2306,The Finest Hours,Ben Foster,58.0
2307,The Finest Hours,Eric Bana,58.0
2308,Tron,Jeff Bridges,49.0
2309,Tron,Garrett Hedlund,49.0
2310,Tron,Olivia Wilde,49.0
2311,Tron,Bruce Boxleitner,49.0
2312,The Hunger Games: Catching Fire,Jennifer Lawrence,76.0
2313,The Hunger Games: Catching Fire,Josh Hutcherson,76.0
2314,The Hunger Games: Catching Fire,Liam Hemsworth,76.0
2315,The Hunger Games: Catching Fire,Philip Seymour Hoffman,76.0
2316,All Good Things,Ryan Gosling,57.0
2317,All Good Things,Kirsten Dunst,57.0
2318,All Good Things,Frank Langella,57.0
2319,All Good Things,Lily Rabe,57.0
2320,Kickboxer: Vengeance,Dave Bautista,37.0
2321,Kickboxer: Vengeance,Alain Moussi,37.0
2322,Kickboxer: Vengeance,Gina Carano,37.0
2323,Kickboxer: Vengeance,Jean-Claude Van Damme,37.0
2324,The Last Airbender,Noah Ringer,20.0
2325,The Last Airbender,Nicola Peltz,20.0
2326,The Last Airbender,Jackson Rathbone,20.0
2327,The Last Airbender,Dev Patel,20.0
2328,Sex Tape,Jason Segel,36.0
2329,Sex Tape,Cameron Diaz,36.0
2330,Sex Tape,Rob Corddry,36.0
2331,Sex Tape,Ellie Kemper,36.0
2332,What to Expect When You're Expecting,Cameron Diaz,41.0
2333,What to Expect When You're Expecting,Matthew Morrison,41.0
2334,What to Expect When You're Expecting,J. Todd Smith,41.0
2335,What to Expect When You're Expecting,Dennis Quaid,41.0
2336,Moneyball,Brad Pitt,87.0
2337,Moneyball,Robin Wright,87.0
2338,Moneyball,Jonah Hill,87.0
2339,Moneyball,Philip Seymour Hoffman,87.0
2340,Ghost Rider,Nicolas Cage,35.0
2341,Ghost Rider,Eva Mendes,35.0
2342,Ghost Rider,Sam Elliott,35.0
2343,Ghost Rider,Matt Long,35.0
2344,Unbroken,Jack O'Connell,59.0
2345,Unbroken,Miyavi,59.0
2346,Unbroken,Domhnall Gleeson,59.0
2347,Unbroken,Garrett Hedlund,59.0
2348,Immortals,Henry Cavill,46.0
2349,Immortals,Mickey Rourke,46.0
2350,Immortals,John Hurt,46.0
2351,Immortals,Stephen Dorff,46.0
2352,Sunshine,Cillian Murphy,64.0
2353,Sunshine,Rose Byrne,64.0
2354,Sunshine,Chris Evans,64.0
2355,Sunshine,Michelle Yeoh,64.0
2356,Brave,Kelly Macdonald,69.0
2357,Brave,Billy Connolly,69.0
2358,Brave,Emma Thompson,69.0
2359,Brave,Julie Walters,69.0
2360,Män som hatar kvinnor,Michael Nyqvist,76.0
2361,Män som hatar kvinnor,Noomi Rapace,76.0
2362,Män som hatar kvinnor,Ewa Fröling,76.0
2363,Män som hatar kvinnor,Lena Endre,76.0
2364,Adoration,Naomi Watts,37.0
2365,Adoration,Robin Wright,37.0
2366,Adoration,Xavier Samuel,37.0
2367,Adoration,James Frecheville,37.0
2368,The Drop,Tom Hardy,69.0
2369,The Drop,Noomi Rapace,69.0
2370,The Drop,James Gandolfini,69.0
2371,The Drop,Matthias Schoenaerts,69.0
2372,She's the Man,Amanda Bynes,45.0
2373,She's the Man,Laura Ramsey,45.0
2374,She's the Man,Channing Tatum,45.0
2375,She's the Man,Vinnie Jones,45.0
2376,Daddy's Home,Will Ferrell,42.0
2377,Daddy's Home,Mark Wahlberg,42.0
2378,Daddy's Home,Linda Cardellini,42.0
2379,Daddy's Home,Thomas Haden Church,42.0
2380,Let Me In,Kodi Smit-McPhee,79.0
2381,Let Me In,Chloë Grace Moretz,79.0
2382,Let Me In,Richard Jenkins,79.0
2383,Let Me In,Cara Buono,79.0
2384,Never Back Down,Sean Faris,39.0
2385,Never Back Down,Djimon Hounsou,39.0
2386,Never Back Down,Amber Heard,39.0
2387,Never Back Down,Cam Gigandet,39.0
2388,Grimsby,Sacha Baron Cohen,44.0
2389,Grimsby,Mark Strong,44.0
2390,Grimsby,Rebel Wilson,44.0
2391,Grimsby,Freddie Crowder,44.0
2392,Moon,Sam Rockwell,67.0
2393,Moon,Kevin Spacey,67.0
